870,"Reduced;libido","reduced libido","P07","003","A"
871,"Rectocoele","rectocoele","X87","004","A"
872,"Reduced;visual acuity","reduced visual acuity","F05","009","A"
873,"Test;rheumatoid factor","rheumatoid factor test","L33","001","A"
874,"Redness;skin;generalised","generalised redness of the skin","S07","005","A"
875,"Reflux;ureteric","ureteric reflux","U99","013","A"
876,"Redness;skin;localised","localised redness of the skin","S06","005","A"
877,"Slipped;disc;cervical","slipped cervical disc","L83","002","A"
878,"Reflux;oesophageal","oesophageal reflux","D84","004","A"
879,"Sneezing","sneezing","R07","009","A"
880,"Smoking (tobacco)","smoking (tobacco)","P17","005","A"
881,"Redness;eyes","redness of the eyes","F02","001","A"
882,"Slipped;femoral epiphysis","slipped femoral epiphysis","L94","004","A"
883,"Slurring","slurring","N19","008","A"
884,"Skin tags","skin tags","S79","004","A"
885,"Small pox","small pox","A76","008","A"
886,"Disc prolapse;thoracic","thoracic disc prolapse","L86","010","A"
887,"Snoring","snoring","R04","005","A"
888,"Problem;migrants;social","social problem with migrants","Z04","006","A"
889,"Withdrawal;social","social withdrawal","Z28","005","A"
890,"Solar keratosis","n/a","S21","007","I"
891,"Spasm;stomach","stomach spasm","D02","003","A"
892,"Handicap;social","social handicap","Z28","003","A"
893,"Pain;teeth/tooth","n/a","D19","005","I"
894,"Somnolence","somnolence","P06","006","A"
895,"Smokers lung","n/a","R91","002","I"
896,"Spasm ","n/a","N06","010","I"
897,"Problem;smoking (tobacco)","problem with smoking tobacco","P17","004","A"
898,"Pain;rib(s)","rib pain","L04","002","A"
899,"Addiction;smoking (tobacco)","smoking (tobacco) addiction","P17","006","A"
900,"Spasm;muscle(s)","muscle spasm","L18","009","A"
901,"Spasm;artery;coronary","coronary artery spasm","K74","003","A"
902,"Sore throat","sore throat","R21","005","A"
903,"Pain;lip","lip pain","D20","018","A"
904,"Test;spirometry","spirometry test","R39","004","A"
905,"Tic;facial","n/a","N06","011","I"
906,"Spitting (up);food;child","child spitting up food","T04","009","A"
907,"Spastic colon syndrome","spastic colon syndrome","D93","006","A"
908,"Pain;chest","n/a","L04","003","I"
909,"Pain;nose","pain in the nose","R08","008","A"
910,"Spasm;carpopedal","n/a","N29","003","I"
911,"Spells","spells","N07","005","A"
912,"Stenosis;spinal","spinal stenosis","L86","011","A"
913,"Spasm;artery;cerebral","cerebral artery spasm","K89","002","A"
914,"Bronchospasm","bronchospasm","R03","001","A"
915,"Palsy;infantile spastic","infantile spastic palsy","N99","022","A"
916,"Injury;spinal cord","spinal cord injury","N81","005","A"
917,"Spasm;oesophageal","oesophageal spasm","D84","005","A"
918,"Squamous cell carcinoma","squamous cell carcinoma","S77","006","A"
919,"Bone spur","n/a","L99","032","I"
920,"Stenosis;pulmonary;congenital","congenital pulmonary stenosis","K73","005","A"
921,"Sputum;green/yellow","green/yellow sputum","R25","005","A"
922,"Spitting (up);blood","spitting up blood","R24","003","A"
923,"Stasis;venous","venous stasis","K95","002","A"
924,"Tap;spinal cord","spinal cord tap","N51","001","A"
925,"Squinting","n/a","F14","003","I"
926,"Compression;spinal cord","spinal cord compression","N99","023","A"
927,"Spina bifida","spina bifida","N85","002","A"
928,"Head spinning ","head spinning","N17","008","A"
929,"Staggering","n/a","L28","006","I"
930,"Menstrual spotting","menstrual spotting","X08","005","A"
931,"Stenosis;aortic","aortic stenosis","K83","006","A"
932,"Disease;carotid","carotid disease","K90","016","A"
933,"Sprue","sprue","D99","024","A"
934,"Stenosis;urethral meatal","urethral meatal stenosis","U99","014","A"
935,"Stammering","stammering","P10","001","A"
936,"Stenosis;artery;renal","n/a","K91","001","I"
937,"Spots skin","skin spots","S06","006","A"
938,"Stenosis;aortic;rheumatic","rheumatic aortic stenosis","K71","008","A"
939,"Stenosis;arterial;precerebral ","precerebral arterial stenosis","K92","012","A"
940,"Status epilepticus;tonic-cloni","tonic-clonic status epilepticus","N88","004","A"
941,"Stool(s);culture","stool culture","D33","002","A"
942,"Sticky;eye","sticky eye","F03","004","A"
943,"Stenosis;sigmoid colon","stenosis of sigmoid colon","D99","025","A"
944,"Sterility;M","male sterility","Y10","002","A"
945,"Status asthmaticus","status asthmaticus","R96","005","A"
946,"Stenosis;mitral;congenital","congenital mitral stenosis","K73","006","A"
947,"Sterility;F","female sterility","W15","005","A"
948,"Ache;stomach","stomach ache","D02","004","A"
949,"Phobic state","phobic state","P79","010","A"
950,"Paranoid state","paranoid state","P72","007","A"
951,"Swelling;stomach","stomach swelling","D25","005","A"
952,"Stomatitis;acute","acute stomatitis","D83","014","A"
953,"Stress;muscle(s)","muscle stress","L19","001","A"
954,"Distension;stomach","stomach distension","D25","004","A"
955,"Blood (in);stool","blood in stool","D16","005","A"
956,"Sting;insect","insect sting","S12","003","A"
957,"Stool(s);black","black stool","D15","005","A"
958,"Stool(s);loose","loose stool","D11","003","A"
959,"Problem;stools","problem with stools","D18","010","A"
960,"Strabismus","strabismus","F95","002","A"
961,"Stone;ureter","ureteric stone","U95","011","A"
962,"Stress;reaction","stress reaction","P02","011","A"
963,"Watery;stool","watery stool","D11","004","A"
964,"Stenosis;mitral;non-rheumat","non-rheumatic mitral stenosis","K83","007","A"
965,"Stone;bladder","bladder stone","U95","013","A"
966,"Stricture;urethral","urethral stricture","U99","015","A"
967,"Stridor","stridor","R04","006","A"
968,"Stuffy nose","stuffy nose","R07","010","A"
969,"Chronic stress","n/a","P79","011","I"
970,"Stool(s);hard","hard stool","D12","003","A"
971,"Stricture;oesophageal","oesophageal stricture","D84","006","A"
972,"Stone;urinary tract","urinary tract stone","U95","012","A"
973,"Stuttering","stuttering","P10","002","A"
974,"Incontinence;urine;stress","stress urinary incontinence","U04","004","A"
975,"Frequent;stools","frequent passing of stools","D11","005","A"
976,"Stool(s);tarry","tarry stool","D15","004","A"
977,"Stress","stress","P02","012","A"
978,"Heat stroke","heat stroke","A88","014","A"
979,"Disease;ischaem heart;subacut","subacute ischaemic heart disease","K76","011","A"
980,"Splint/immobilise;joint(s)","splint or immobilise joints","L54","017","A"
981,"Craving (for);sugar","sugar scraving","T29","007","A"
982,"Sinus;perianal","perianal sinus","D95","004","A"
983,"Stumbling","n/a","L28","007","I"
984,"Sunspots","n/a","S21","008","I"
985,"Support;varicose veins","varicose veins support","K56","003","A"
986,"Struma","struma","T81","002","A"
987,"Sunstroke","sunstroke","A88","015","A"
988,"Support (for);hernia truss","n/a","D54","003","I"
989,"Travel sickness","travel sickness","A88","019","A"
990,"Pressure;sinus","sinus pressure","R09","008","A"
991,"Sinus;tachycardia","sinus tachycardia","K84","015","A"
992,"Disc syndrome;lumbosacral","lumbosacral disc syndrome","L86","013","A"
993,"Stroke","stroke","K90","017","A"
994,"Stye","stye","F72","008","A"
995,"Ehlers Danlos syndrome","Ehlers Danlos syndrome","L82","013","A"
996,"Sinus;skin","n/a","S29","007","I"
997,"Degeneration;subacute combined","n/a","N99","024","I"
998,"Disc syndrome;thoracic","thoracic disc syndrome","L86","014","A"
999,"Dumping syndrome","Dumping syndrome","D99","027","A"
1000,"Discoid lupus erythematous","n/a","L99","034","I"
1001,"Postlaminectomy syndrome","postlaminectomy syndrome","L86","016","A"
1002,"Mountain sickness","mountain sickness","A88","018","A"
1003,"Menopausal syndrome","menopausal syndrome","X11","007","A"
1004,"Dry eye syndrome","dry eye syndrome","F99","021","A"
1005,"Hyperventilation syndrome","hyperventilation syndrome","R98","001","A"
1006,"Mallory-Weiss syndrome","Mallory-Weiss syndrome","D84","007","A"
1007,"Pelvic congestion syndrome","pelvic congestion syndrome","X99","012","A"
1008,"Thoracic outlet syndrome","thoracic outlet syndrome","N94","006","A"
1009,"Restless legs syndrome","restless legs syndrome","N04","001","A"
1010,"Disc syndrome;cervical","cervical disc syndrome","L83","003","A"
1011,"Sjogrens syndrome","Sjogrens syndrome","L99","033","A"
1012,"Guillan-Barre syndrome","Guillan-Barre syndrome","N94","005","A"
1013,"Munchhausens syndrome","munchhausens syndrome","P80","011","A"
1014,"Hyperkinetic syndrome","n/a","P21","003","I"
1015,"Klinefelter syndrome","klinefelter syndrome","A90","007","A"
1016,"Compartment syndrome","compartment syndrome","L81","002","A"
1017,"Splenic flexure syndrome","splenic flexure syndrome","D93","008","A"
1018,"Irritable bowel syndrome","irritable bowel syndrome","D93","007","A"
1019,"Stevens Johnson syndrome","n/a","A12","005","I"
1020,"Rotator cuff syndrome","rotator cuff syndrome","L92","003","A"
1021,"Malabsorption syndrome","malabsorption syndrome","D99","028","A"
1022,"Synechia;vulva (adhesions)","vulval synechia","X99","013","A"
1023,"Tietzes syndrome ","Tietzes syndrome","L99","036","A"
1024,"Synovitis;villonodular","villonodular synovitis","L99","038","A"
1025,"Syphilis;congenital","congenital syphilis","A90","008","A"
1026,"Syringe ear;for wax","syringe ear for wax","H51","004","A"
1027,"Synovitis","n/a","L99","039","I"
1028,"Shoulder syndrome","shoulder syndrome","L92","004","A"
1029,"Synovitis;shoulder","shoulder synovitis","L92","005","A"
1030,"Subclavian steal syndrome","subclavian steal syndrome","K89","003","A"
1031,"Taeniasis","n/a","D22","009","I"
1032,"Synechia","synechia","F99","022","A"
1033,"Vertebral artery syndrome","vertebral artery syndrome","K89","004","A"
1034,"Syphilis;genital;F","female genital syphilis","X70","001","A"
1035,"Talipes","talipes","L82","014","A"
1036,"Systoles;premature (extra)","extra premature systoles","K80","006","A"
1037,"Syphilis;urogenital;M","male urogenital syphilis","Y70","001","A"
1038,"Urethral syndrome","urethral syndrome","U72","003","A"
1039,"Taste;bitter","bitter taste","N16","006","A"
1040,"Removal;tattoo ","removal of tattoo","S52","005","A"
1041,"Tender(ness);skin","skin tenderness","S01","004","A"
1042,"Tapeworm","n/a","D22","010","I"
1043,"Vertiginous syndrome","vertiginous syndrome","H82","006","A"
1044,"Bad;taste (in mouth)","bad taste in mouth","D20","020","A"
1045,"Excessive;tearing","excessive tearing","F03","005","A"
1046,"Tender(ness);penis","tenderness of the penis","Y01","004","A"
1047,"Tender(ness);testes","tenderness of the testes","Y02","009","A"
1048,"Turner syndrome","turner syndrome","A90","009","A"
1049,"Fixation/support;tendon(s)","fixation or support of tendon","L54","018","A"
1050,"Tetanus","tetanus","N72","001","A"
1051,"Swollen;scrotum","swollen scrotum","Y05","009","A"
1052,"Tender(ness);scrotum","scrotal tenderness","Y02","008","A"
1053,"Tender(ness);prostate","prostatic tenderness","Y06","003","A"
1054,"Teething","teething","D19","006","A"
1055,"Injection;tendon(s)","tendon injection","L55","003","A"
1056,"Premenstrual tension syndrom","premenstrual tension syndrome","X89","001","A"
1057,"Syndrome X","syndrome X","A99","004","A"
1058,"Tense","tense","P01","018","A"
1059,"Thinning","thinning","T08","005","A"
1060,"Tension;menopausal","menopausal tension","X11","008","A"
1061,"Injection;tendon sheath","tendon sheath injection","L55","004","A"
1062,"Swollen;joint(s)","swollen joints","L20","007","A"
1063,"Grinding;teeth","teeth grinding","D29","002","A"
1064,"Swollen;prostate","swollen prostate","Y06","004","A"
1065,"Counselling;terminal care","counselling about palliative care","A58","001","A"
1066,"Temperature;high","high temperature","A03","006","A"
1067,"Tennis elbow","tennis elbow","L93","002","A"
1068,"Swollen;penis","swollen penis","Y04","007","A"
1069,"Thalassaemia","thalassaemia","B78","005","A"
1070,"Cervicobrachial syndrome","cervicobrachial syndrome","L83","004","A"
1071,"Swelling;premenstrual","premenstrual swelling","X09","001","A"
1072,"Thirst (for);air","thirst for air","R02","012","A"
1073,"Swimmers ear","swimmers ear","H70","003","A"
1074,"Swelling;muscle(s)","muscle swelling","L19","002","A"
1075,"Swollen;testes","swollen testes","Y05","010","A"
1076,"Cervicocranial syndrome","cervicocranial syndrome","L83","005","A"
1077,"Swollen;lip","swollen lip","D20","021","A"
1078,"Thirsty","thirsty","T01","003","A"
1079,"Swollen;gum","swollen gum","D19","007","A"
1080,"Syncope","syncope","A06","009","A"
1081,"Rash;sweat","sweat rash","S92","008","A"
1082,"Blind loop syndrome","blind loop syndrome","D99","029","A"
1083,"Swollen;tongue","swollen tongue","D20","022","A"
1084,"Surmenage","surmenage","P78","002","A"
1085,"Swelling;rectal","rectal swelling","D29","003","A"
1086,"Swollen;eye","swollen eye","F15","003","A"
1087,"Basilar artery syndrome","basilar artery syndrome","K89","005","A"
1088,"Swollen;face","swollen face","S04","006","A"
1089,"Problem;sweating;cold","cold sweats","A09","004","A"
1090,"Swollen;nose","swollen nose","R08","009","A"
1091,"Swelling;skin;localised","localised skin swelling","S04","007","A"
1092,"Problem;sweat gland(s)","problem with sweat glands","S92","009","A"
1093,"Tic;eye","n/a","F14","004","I"
1094,"Suture;laceration;skin ","suture of skin laceration","S54","002","A"
1095,"Swollen;ankle;non-traumatic","non-traumatic swollen ankle","K07","005","A"
1096,"Swollen;throat","swollen throat","R21","006","A"
1097,"Thrush;skin;exclud urogenital","skin thrush exclud urogenital","S75","003","A"
1098,"Swollen;abdomen","swollen abdomen","D25","006","A"
1099,"Problem;sweating;night","night sweats","A09","005","A"
1100,"Swelling;skin;generalised","generalised skin swelling","S05","006","A"
1101,"Tic","n/a","N06","012","I"
1102,"Enlargement;thyroid","thyroid enlargement","T81","003","A"
1103,"Tic;organic origin","n/a","N06","013","I"
1104,"Foreign body;swallowed","swallowed foreign body","D79","002","A"
1105,"Lump(s);thyroid","n/a","T15","003","I"
1106,"Tightness;chest","chest tightness","A11","004","A"
1107,"Swelling","swelling","A08","003","A"
1108,"Thrush;oral","oral thrush","D83","015","A"
1109,"Thrush;genital;F","female genital thush","X72","002","A"
1110,"Tinea","tinea","S74","009","A"
1111,"Tic;psychological","psychological tic","P10","003","A"
1112,"Epilepsy;temporal lobe","temporal lobe epilepsy","N88","005","A"
1113,"Black;tongue","black tongue","D20","024","A"
1114,"Tracheitis;acute","acute tracheitis","R77","003","A"
1115,"Tongue tied","tongue tied","D81","004","A"
1116,"Tinnitus","tinnitus","H03","006","A"
1117,"Tonometry","tonometry","F39","004","A"
1118,"Geographic tongue","geographic tongue","D83","016","A"
1119,"Tinea versicolor","tinea versicolor","S74","010","A"
1120,"Toxicity;chemical","chemical toxicity","A86","005","A"
1121,"Toothache","toothache","D19","008","A"
1122,"Trauma;chest","trauma to the chest","A81","001","A"
1123,"Tall stature","tall stature","T29","009","A"
1124,"Transience","transience","Z03","005","A"
1125,"Injection;trigger point;neuro","neurological trigger point injection","N55","003","A"
1126,"Trachoma","trachoma","F86","001","A"
1127,"Torsion;testis","torsion testes","Y99","009","A"
1128,"Trauma;abdomen","trauma to the abdomen","A81","002","A"
1129,"Trigonitis","trigonitis","U71","002","A"
1130,"Tremor","n/a","N06","014","I"
1131,"Tracheitis;chronic","chronic tracheitis","R99","007","A"
1132,"Late effects;trauma","late effects from trauma","A82","001","A"
1133,"Trigger finger","n/a","L99","041","I"
1134,"Trichiasis","trichiasis","F99","023","A"
1135,"Culture;tuberculosis","tuberculosis culture","R33","001","A"
1136,"Tramps","tramps","Z03","006","A"
1137,"Trauma;pelvis","trauma to the pelvis","A81","003","A"
1138,"Tuberculosis;primary","primary tuberculosis","A70","008","A"
1139,"Irritation;trigonal","trigonal irritation","U29","001","A"
1140,"Tuberculosis;bone(s)","TB of the bone","A70","001","A"
1141,"Tuberculosis;generalised","generalised tuberculosis","A70","002","A"
1142,"Twitch(ing);eyelid","twitching eyelid","F16","006","A"
1143,"Tuberculosis;kidney","TB of the kidney","A70","009","A"
1144,"Tuberculosis;respiratory","n/a","R70","003","I"
1145,"Pregnancy;twins","pregnancy with twins","W84","007","A"
1146,"Truancy","truancy","P22","005","A"
1147,"Tuberculosis;intestinal","intestinal tuberculosis","A70","003","A"
1148,"Tuberculosis;meninges","meningeal TB","A70","006","A"
1149,"Tuberculosis;other","other tuberculosis","A70","007","A"
1150,"Tularaemia","tularaemia","A78","025","A"
1151,"Oesophagitis;ulcerating","ulcerating oesophagitis","D84","008","A"
1152,"Tympanitis","tympanitis","H71","005","A"
1153,"Ulcer;varicose","varicose ulcer","S97","004","A"
1154,"Ulcer;eye","eye ulcer","F85","004","A"
1155,"Ulcer;duodenal","duodenal ulcer","D85","001","A"
1156,"Ulcer;marginal","marginal ulcer","D86","005","A"
1157,"Ulcer;dendritic","dendritic ulcer","F85","005","A"
1158,"Ulcer;labia","ulcer of the labia","X16","009","A"
1159,"Ulcer;gastrojejunal","gastrojejunal ulcer","D86","006","A"
1160,"Tuberculosis","n/a","R70","004","I"
1161,"Tuberculosis;late effects (of)","late effects of tuberculosis","A70","004","A"
1162,"Ulcer;vulva","vulval ulcer","X16","010","A"
1163,"Ulcer;rodent","rodent ulcer","S77","007","A"
1164,"Ulcer;gastric;perforated","perforated gastric ulcer","D86","007","A"
1165,"Ulcer;mouth","mouth ulcer","D83","018","A"
1166,"Tuberculosis;joint(s)","TB of the jointe","A70","005","A"
1167,"Ulcer;stomatitis;acute","acute stomatitis","D83","019","A"
1168,"Typhus","typhus","A78","026","A"
1169,"Unstable;knee","unstable knee","L15","003","A"
1170,"Ulcer;tongue","tongue ulcer","D83","020","A"
1171,"Test;US/CT/contrast;gallbladde","n/a","D41","002","I"
1172,"Ulcer;gastric","gastric ulcer","D86","004","A"
1173,"Test;US/CT/contrast;obstetric","n/a","W41","001","I"
1174,"Ulcer;decubitus","decubitus ulcer","S97","003","A"
1175,"Ulcer;skin;chronic","chronic skin ulcer","S97","005","A"
1176,"Unfit to work","unfit to work","A28","005","A"
1177,"Underweight","n/a","T08","006","I"
1178,"Urination;difficult","n/a","U05","009","I"
1179,"Urinary retention","n/a","U05","010","I"
1180,"Urination;involuntary","involuntary urination","U04","005","A"
1181,"Ulcer;stomach","stomach ulcer","D86","008","A"
1182,"Emotional upset","emotional upset","P02","014","A"
1183,"Stenosis;urethral","urethral stenosis","U99","017","A"
1184,"Unhappy","unhappy","P03","011","A"
1185,"Abnormal;urine","abnormal urine","U07","002","A"
1186,"Urine;dark","dark urine","U07","003","A"
1187,"Abnormal;urination","abnormal urination","U05","011","A"
1188,"Excessive;urination","excessive urination","U02","006","A"
1189,"Discharge;urethral;M","male urethral discharge","Y03","002","A"
1190,"Angina;unstable","unstable angina","K74","004","A"
1191,"Unemployed","unemployed","Z06","004","A"
1192,"Uveitis","uveitis","F99","024","A"
1193,"Excessive;urination (at night)","excessive urination at night","U02","004","A"
1194,"Caruncle;urethral","urethral caruncle","U99","018","A"
1195,"Uraemia","uraemia","U99","016","A"
1196,"Urine;odour bad","urine with bad odour","U07","004","A"
1197,"Frequent;urination","frequent urination","U02","005","A"
1198,"Varicose veins;oesophagus","varicose veins on the oesophagus","K99","018","A"
1199,"Urticaria","urticaria","S98","003","A"
1200,"Vaginitis;gonococcal","gonococcal vaginitis","X71","003","A"
1201,"Vaginitis;trichomonal","trichomonal vaginitis","X73","002","A"
1202,"Urination;urgent","urgent urination","U02","007","A"
1203,"Vagabond","vagabond","Z03","007","A"
1204,"Vaginismus","vaginismus","X04","005","A"
1205,"Varicella","varicella","A72","002","A"
1206,"Vaginitis","vaginitis","X84","001","A"
1207,"Varicose veins;scrotum","varicose veins on the scrotum","K99","019","A"
1208,"Thrombosis;pulmonary","pulmonary thrombosis","K93","003","A"
1209,"Thrombosis;arterial","arterial thrombosis","K92","014","A"
1210,"Threadworm","n/a","D22","011","I"
1211,"Vaginitis;candidal","candidal vaginitis","X72","003","A"
1212,"Vasculitis","vasculitis","K99","016","A"
1213,"Vaginitis;monilial","monilial vaginitis","X72","004","A"
1214,"Culture;throat","throat culture","R33","002","A"
1215,"Vaginitis;senile","senile vaginitis","X11","009","A"
1216,"Varicocoele","varicocoele","K99","017","A"
1217,"Varicose veins;anus/rectum","anal or rectal varicose veins","K96","005","A"
1218,"Redness;throat","redness of the throat","R21","007","A"
1219,"Inflamed;throat","inflamed throat","R21","009","A"
1220,"Thrombosis;portal","portal thrombosis","K94","003","A"
1221,"Thrush","thrush","A78","027","A"
1222,"Thrombosis;artery;precerebral","precerebral artery thrombosis","K92","015","A"
1223,"Thrombosis;deep venous ","deep venous thrombosis","K94","004","A"
1224,"Weal","weal","S98","004","A"
1225,"Wart(s);venereal;F","female venereal wart","X91","002","A"
1226,"Watery;eye","watery eye","F03","006","A"
1227,"Thrombosis;artery;cerebral","cerebral artery thrombosis","K90","018","A"
1228,"Thrombosis;artery;coronary ","coronary artery thrombosis","K75","008","A"
1229,"Wart(s);senile","senile wart","S99","022","A"
1230,"Wheezing","wheezing","R03","002","A"
1231,"Problem;weight loss","problem with weight loss","T08","007","A"
1232,"Welding flash","welding flash","F79","003","A"
1233,"Wasting;muscle(s)","muscle wasting","L19","003","A"
1234,"On warfarin","on warfarin","K49","001","A"
1235,"Waterbrash","waterbrash","D03","007","A"
1236,"Wart(s)","warts","S03","001","A"
1237,"Wart(s);venereal;M","male venereal wart","Y76","002","A"
1238,"Whitlow","whitlow","S09","008","A"
1239,"Check up;weight (problem)","obesity check up","T31","001","A"
1240,"Worms","n/a","D22","012","I"
1241,"Problem;weight gain","problem with weight gain","T07","003","A"
1242,"Wound;skin","skin wound","S18","004","A"
1243,"Welts","welts","S04","008","A"
1244,"Check up;well baby;complete ","complete well baby check","A30","005","A"
1245,"Xanthelasma","xanthelasma","F99","025","A"
1246,"X-ray;bone(s)","bone xray","L41","003","A"
1247,"Wry neck","wry neck","L01","005","A"
1248,"Wound;internal","internal wound","A81","004","A"
1249,"Wen","wen","S93","003","A"
1250,"Whiteheads","whiteheads","S96","006","A"
1251,"Wrist drop","wrist drop","L98","012","A"
1252,"Delivery;abnormal;liveborn(s)","delivery of an abnormal liveborn(s)","W92","013","A"
1253,"Delivery;abnormal;stillbirth","delivery of an abnormal stillbirth","W93","003","A"
1254,"Wrinkles","wrinkles","S21","010","A"
1255,"Yaws ","yaws","A78","028","A"
1256,"Wound;disruption","wound disruption","A87","007","A"
1257,"Abnormal;sensation;hearing","abnormal sensation of hearing","H03","007","A"
1258,"Abnormal;sensation;ear","abnormal sensation of the ear","H29","007","A"
1259,"Xerosis ","xerosis","S21","009","A"
1260,"Abnormal;sensation;smell","abnormal sensation of smell","N16","008","A"
1261,"Worried ","n/a","P01","020","I"
1262,"Abnormal;sensation;vision","n/a","F05","010","I"
1263,"Abnormal;sensation;olfactory","abnormal sensation of the olfactory","N16","007","A"
1264,"Allergic reaction","n/a","A12","007","I"
1265,"Yellow eyes","yellow eyes","F15","004","A"
1266,"Oedema;allergic","n/a","A12","006","I"
1267,"Abnormal;sensation;eye","abnormal sensation of the eye","F13","006","A"
1268,"Abnormal;sensation;touch","n/a","N16","010","I"
1269,"Allergic reaction;drug(s)","allergic reaction to drug","A85","004","A"
1270,"Dependence;alcohol;acute","acute alcohol dependence","P16","004","I"
1271,"Advice/education;psychological","psychological advice","P45","001","A"
1272,"Addiction;alcohol;acute","alcohol intoxication","P16","003","I"
1273,"Yersinia","yersinia","D70","013","A"
1274,"Abnormal;sensation;taste","abnormal sensation of taste","N16","009","A"
1275,"Marital argument","n/a","Z12","006","I"
1276,"Argument (with);parent-child","argument with parent-child","Z16","005","A"
1277,"Argument (with);friend(s)","argument with friend(s)","Z24","001","A"
1278,"Argument (with);family","family disagreement","Z20","001","A"
1279,"Anomaly;pupillary function","pupillary function anomaly","F99","026","A"
1280,"Appendicitis;acute","acute appendicitis","D88","005","A"
1281,"Allergy;skin","skin allergy","S88","009","A"
1282,"Arcus senilis","arcus senilis","F99","027","A"
1283,"Appendicitis;recurrent","recurrent appendicitis","D88","007","A"
1284,"Arachnoiditis","arachnoiditis","N99","025","A"
1285,"Appendicitis;chronic","chronic appendicitis","D88","006","A"
1286,"Argument (with);partner","argument with partner","Z12","007","A"
1287,"Osteoarthritis;shoulder","osteoarthritis of the shoulder","L92","007","A"
1288,"Rheumatoid arthritis","rheumatoid arthritis","L88","004","A"
1289,"Osteoarthritis;knee","osteoarthritis of the knee","L90","001","A"
1290,"Arthritis;allergic","n/a","L20","010","I"
1291,"Arthritis;pyogenic","pyogenic arthritis","L70","009","A"
1292,"Arthritis;viral","viral arthritis","L70","010","A"
1293,"Arthritis;inflammatory","inflammatory arthritis","L88","003","A"
1294,"Arthritis;traumatic","traumatic arthritis","L81","003","A"
1295,"Osteoarthritis;hip","osteoarthritis of the hip","L89","001","A"
1296,"Arthritis","n/a","L20","009","I"
1297,"Arthritis;acute","n/a","L20","008","I"
1298,"Arthritis;crystal (excl gout)","n/a","L99","042","I"
1299,"Arthritis;shoulder","arthritis of the shoulder","L92","006","A"
1300,"Arthritis;psoriatic ","psoriatic arthritis","S91","002","A"
1301,"Ventouse extraction;liveborn","ventouse extraction of a liveborn","W92","014","A"
1302,"Vertigo;otogenic","otogenic vertigo","H82","009","A"
1303,"Systoles;ventricular (extra)","extra ventricular systoles","K80","007","A"
1304,"Double vision","double vision","F05","013","A"
1305,"Vertigo ","vertigo","N17","009","A"
1306,"Vertigo;aural","aural vertigo","H82","007","A"
1307,"Verruca plantaris","verruca plantaris","S03","002","A"
1308,"Ventouse extraction;stillbirth","ventouse extraction of a stillbirth","W93","004","A"
1309,"Verruca vulgaris","verruca vulgaris","S03","003","A"
1310,"Osteoarthritis;degenerative","degenerative osteoarthritis","L91","001","A"
1311,"Verruca","verruca","S03","004","A"
1312,"Defect;ventricular septal","ventricular septal defect","K73","007","A"
1313,"Vertigo;menieres","menieres vertigo","H82","008","A"
1314,"Insufficiency;vertebrobasilar","vertebrobasilar insufficiency","K89","008","A"
1315,"Dilated;vessels (nosebleed)","dilated vessels (nosebleed)","R06","004","A"
1316,"Poor;vision","poor vision","F05","015","A"
1317,"Vision;cloudy/hazy","cloudy/hazy vision","F05","014","A"
1318,"Test;vestibular","vestibular test","H39","004","A"
1319,"Vesiculitis;seminal","seminal vertigo","Y73","001","A"
1320,"Blurred;vision","blurred vision","F05","011","A"
1321,"Difficulty;vision","difficulty with vision","F05","012","A"
1322,"Vision;wet","wet vision","F03","007","A"
1323,"Rash;viral","viral rash","A76","009","A"
1324,"Test;visual field","visual field test","F39","006","A"
1325,"Vomiting;pregnancy","vomiting associated with pregnancy","W05","003","A"
1326,"Volkmanns contracture","volkmanns contracture","L99","043","A"
1327,"Vulvitis;monilial","monilial vulvitis","X72","005","A"
1328,"Defect;visual field","visual field defect","F99","028","A"
1329,"Vitiligo","vitiligo","S99","023","A"
1330,"Vulvitis ","vulvitis","X84","002","A"
1331,"Detachment;vitreous","vitreous detachment","F82","002","A"
1332,"Test;vision","vision test","F39","005","A"
1333,"Vasospasm;peripheral","peripheral vasospasm","K92","016","A"
1334,"Swollen;vein","swollen vein","K06","002","A"
1335,"Volvulus ","volvulus","D99","030","A"
1336,"Pain;veins","veinous pain","K03","003","A"
1337,"Vulvitis;candidal","candidal vulvitis","X72","006","A"
1338,"Ectopic beat(s);ventricular","ventricular ectopic beat(s)","K80","008","A"
1339,"Vascular spider","n/a","K99","020","I"
1340,"Worn out","worn out","A04","019","A"
1341,"Venous stasis","n/a","K06","003","I"
1342,"Vasospasm;cerebral","cerebral vasospasm","K89","009","A"
1343,"Vectocardiogram","vectocardiogram","K42","009","A"
1344,"Bereavement","n/a","P02","015","I"
1345,"Blocked;lacrimal duct","n/a","F80","004","I"
1346,"Cardiac vasospasm","cardiac vasospasm","K74","005","A"
1347,"Insufficiency;basilar","n/a","K90","019","I"
1348,"Bleeding;irregular","irregular bleeding","X08","007","A"
1349,"Bleeding;intermenstrual","intermenstrual bleeding","X08","009","A"
1350,"Bleeding;breakthrough(OC pill)","breakthrough (OC pill) bleeding","X08","006","I"
1351,"Bleeding;urethral;M","bleeding from the urethral;m","Y03","003","A"
1352,"Bleeding;uterine","uterine bleeding","X08","010","A"
1353,"Vasectomy;request","request vasectomy","Y13","001","A"
1354,"Break up of romance","breakdown of relationship","Z12","008","A"
1355,"Blushing;excessive","excessive blushing","S08","006","A"
